Date,Scrip,Open,High,Low,Close,Volume
20140720,NHFIL,22.4793388429752,22.4793388429752,22.2314049586777,22.2314049586777,47500
20140720,NITOLINS,21.8910526315789,21.8910526315789,21.1147368421053,21.5805263157895,1695
20140720,NLI1STMF,9,9.1,9,9,56500
20140720,NORTHRNINS,29.7273,29.7273,29.3636,29.4545,47300
20140720,NPOLYMER,22.6959150765923,23.1308787960226,22.6959150765923,23.0518005912389,32964
20140720,NTC,801,807,801,803.1,650
20140720,NTLTUBES,126.446280991736,127.520661157025,125.619834710744,125.785123966942,62400
20140720,OLYMPIC,143.5185,146.4198,143.5185,145.9876,515160
20140720,ONEBANKLTD,7.01761790455088,7.46671668811141,6.96142193772526,7.24216729633114,1012816
20140720,ORIONINFU,39,39.5454545454545,38.8181818181818,39.3636363636364,132800
20140720,ORIONPHARM,42.3,43,42.3,42.5,452600
20140720,PADMALIFE,46.6666666666667,47,46.4166666666667,46.5833333333333,8000
20140720,PADMAOIL,311.1,316.3,309.6,314.5,148200
20140720,PARAMOUNT,12.3786888492771,12.5201595789831,12.3786888492771,12.3786888492771,13500
20140720,PENINSULA,34.5,35.2,34.3,34.8,1945200
20140720,PEOPLESINS,21.5,21.9,21.3,21.4,6900
20140720,PF1STMF,4.9,5,4.9,4.9,96500
20140720,PHARMAID,177.8,178,175,175.2,15650
20140720,PHENIXINS,33.5,33.5,32,33,12200
20140720,PHOENIXFIN,18.8834027272587,19.1155757116102,18.8060117324748,18.9607937220425,52500
20140720,PHPMF1,5.5,5.6,5.5,5.5,27500
20140720,PIONEERINS,42.0909090909091,42.0909090909091,41.6363636363636,41.6363636363636,32000
20140720,POPULAR1MF,6.1,6.3,6.1,6.2,310000
20140720,POPULARLIF,87.3469,87.3469,87.0918,87.1939,7840
20140720,POWERGRID,41.6,43.8,41.6,43.5,59000
20140720,PRAGATIINS,37.5238095238095,37.5238095238095,37.2380952380952,37.4285714285714,12400
20140720,PRAGATILIF,80.9508539040943,81.1420687597882,79.7398016257737,80.6958759042434,3510
20140720,PREMIERBAN,5.8903518622768,6.12131395160298,5.83256586303085,6.00586322488283,3266025
20140720,PREMIERCEM,83.3,83.5,83.2,83.2,10200
20140720,PREMIERLEA,7.04761904761905,7.33333333333333,7.04761904761905,7.23809523809524,60000
20140720,PRIME1ICBA,4.9,4.9,4.8,4.8,27000
20140720,PRIMEBANK,21.3636363636364,22,21.3636363636364,21.9090909090909,348250
20140720,PRIMEFIN,16.8,17,16.7,16.9,190700
20140720,PRIMEINSUR,19.5,19.5,19.3,19.3,31250
20140720,PRIMELIFE,86.5,89.4,85,88.1,11750
20140720,PRIMETEX,22,22.1,21.8,21.9,55500
20140720,PROVATIINS,15.9651282051282,15.9651282051282,15.3200854700855,15.4007692307692,42930
20140720,PTL,20.4586640649021,20.5793621210794,20.3983532082417,20.4586640649021,180895
20140720,PUBALIBANK,22.1380909090909,23.569,21.9697272727273,22.4747272727273,163620
20140720,PURABIGEN,11.0241496598639,11.1585884353741,10.9569727891156,11.0241496598639,34155
20140720,QUASEMIND,26.6631802721088,27.383843537415,26.5190476190476,27.1676870748299,149270
20140720,RAHIMAFOOD,42.5,42.8,41.2,41.3,26500
20140720,RAHIMTEXT,91.3442975206611,91.402479338843,89.8311570247934,90.1512396694215,6816
20140720,RAKCERAMIC,28.8914691619425,29.096373198552,28.4816610887234,28.686565125333,100000
20140720,RANFOUNDRY,103.5,103.5,101,101.5,5000
20140720,RDFOOD,13.8237113027029,13.8237113027029,13.5003496348034,13.5811900517783,185000
20140720,RECKITTBEN,1070,1070,1021,1034.2,200
20140720,RELIANCE1,8.8,8.8,8.6,8.7,85000
20140720,RELIANCINS,33.2339669421488,34.0861157024793,33.2339669421488,33.4043801652892,6546
20140720,RENATA,315.483942786619,319.855950491765,314.854382558195,319.366267866554,40945
20140720,RENWICKJA,223,223,215.5,216.6,5950
20140720,REPUBLIC,19.7882616392863,19.7882616392863,19.4361573396548,19.5769990595074,40000
20140720,RNSPIN,19.2424545454545,19.2424545454545,18.9393636363636,18.9393636363636,358200
20140720,RUPALIBANK,32.6961824755329,36.9317002973117,32.6961824755329,35.6920556687167,48703
20140720,RUPALIINS,20.7709523809524,20.952380952381,20.6802857142857,20.8617142857143,27405
20140720,RUPALILIFE,47.0909,47.6364,45.9091,46.1818,70950
20140720,SAFKOSPINN,18.8349514563107,19.3203883495146,18.8349514563107,19.0291262135922,65000
20140720,SAIHAMCOT,21.7,22.1,21.7,22,87000
20140720,SAIHAMTEX,29.4,29.4,28.5,28.6,129200
20140720,SALAMCRST,31.3,31.4,30.8,30.8,54500
20140720,SALVOCHEM,17.5238095238095,17.6190476190476,17.1428571428571,17.2380952380952,484000
20140720,SAMORITA,64.2524133462909,64.2524133462909,63.4670985854659,63.8953892668178,9075
20140720,SANDHANINS,26.3660833333333,26.6393333333333,26.0473333333333,26.184,25071
20140720,SAPORTL,21.6817496229261,21.8702865761689,21.3989441930618,21.6817496229261,205100
20140720,SAVAREFR,64,64,64,64,50
20140720,SHAHJABANK,7.34311932827702,7.61512108450884,7.34311932827702,7.47912020639293,332325
20140720,SIBL,8.47060587320328,8.69548921496973,8.47060587320328,8.47060587320328,984750
20140720,SINGERBD,107.753846153846,108.923076923077,107.446153846154,107.815384615385,34813
20140720,SINOBANGLA,23.3,23.3,22.8,22.8,70000
20140720,SONALIANSH,119.1,120.6,117.6,118.2,3300
20140720,SONARBAINS,15.2727272727273,15.3636363636364,15.1818181818182,15.1818181818182,49500
20140720,SONARGAON,9.3,9.3,9.2,9.2,13000
20140720,SOUTHEASTB,14.8076737684373,14.9619203701918,14.6534271666827,14.8076737684373,503000
20140720,SPCERAMICS,13.7,13.8,13.2,13.3,163400
20140720,SPCL,35.7716536706694,42.8113841413274,35.7716536706694,42.3202401550024,2174800
20140720,SQUARETEXT,76.9160952380952,76.9160952380952,75.5555238095238,75.6462857142857,136868
20140720,SQURPHARMA,141.37,141.37,131.59,137.35,2054892
20140720,STANCERAM,50,50,49,49.2,9000
20140720,STANDBANKL,6.54107754772943,6.84393507453374,6.54107754772943,6.78334821128613,826655
20140720,SUMITPOWER,32.1,32.7,31.9,32.4,412100
20140720,SUNLIFEINS,48.5294117647059,50,48.1372549019608,48.7254901960784,58500
20140720,TAKAFULINS,26.0952,26.2857,26,26.0952,13650
20140720,TALLUSPIN,26.7,27,26.6,26.9,171100
20140720,TITASGAS,74.1,75.2,74,74.4,118000
20140720,TRUSTB1MF,6.6,6.7,6.6,6.6,81000
20140720,TRUSTBANK,9.43211334120425,9.43211334120425,9.10680834317198,9.23691460055096,178475
20140720,UCB,16.0631172579224,16.3010438335114,15.646633308971,16.1820805457169,3194100
20140720,UNILEVERCL,1500,1500,1500,1500,800
20140720,UNIONCAP,15.978,16.1353333333333,15.6631428571429,15.8205714285714,242605
20140720,UNIQUEHRL,65.4,65.5,64.8,65.1,69900
20140720,UNITEDFIN,18.5528571428571,18.9651428571429,18.3055238095238,18.8826666666667,153846
20140720,UNITEDINS,31.5,33.9,31.5,32.9,500
20140720,USMANIAGL,130.909090909091,130.909090909091,128.545454545455,128.909090909091,19100
20140720,UTTARABANK,14.616060849291,14.9829912471811,14.3714405840309,14.7995260482361,186375
20140720,UTTARAFIN,56.9697142857143,57.8355238095238,56.2770476190476,56.363619047619,121990
20140720,WATACHEM,145.723076923077,145.846153846154,137.415384615385,138.830769230769,24800
20140720,ZAHINTEX,17.0875,17.3401,17.0875,17.2559,105138
20140720,ZEALBANGLA,7.6,7.6,7.5,7.5,10500
